Datetime,C_gauge
2010-12,RG18
2010-12,RG16
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG03
2010-12,RG18
2010-12,RG20_25
2010-12,RG03
2010-12,RG01
2010-12,RG04
2010-12,RG20_25
2010-12,RG17
2010-12,RG05
2010-12,RG11
2010-12,RG20_25
2010-12,RG11
2010-12,RG12
2010-12,RG12
2010-12,RG11
2010-12,RG04
2010-12,RG11
2010-12,RG11
2010-12,RG04
2010-12,RG03
2010-12,RG11
2010-12,RG05
2010-12,RG01
2010-12,RG03
2010-12,RG14
2010-12,RG20_25
2010-12,RG09
2010-12,RG09
2010-12,RG03
2010-12,RG20_25
2010-12,RG18
2010-12,RG11
2010-12,RG18
2010-12,RG20_25
2010-12,RG09
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG16
2010-12,RG16
2010-12,RG11
2010-12,RG11
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG05
2010-12,RG11
2010-12,RG03
2010-12,RG01
2010-12,RG11
2010-12,RG02
2010-12,RG07
2010-12,RG18
2010-12,RG15
2010-12,RG11
2010-12,RG18
2010-12,RG11
2010-12,RG11
2010-12,RG08
2010-12,RG12
2010-12,RG08
2010-12,RG12
2010-12,RG09
2010-12,RG16
2010-12,RG07
2010-12,RG20_25
2010-12,RG09
2010-12,RG04
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG03
2010-12,RG03
2010-12,RG20_25
2010-12,RG08
2010-12,RG03
2010-12,RG09
2010-12,RG09
2010-12,RG01
2010-12,RG03
2010-12,RG11
2010-12,RG15
2010-12,RG09
2010-12,RG20_25
2010-12,RG14
2010-12,RG09
2010-12,RG15
2010-12,RG11
2010-12,RG20_25
2010-12,RG09
2010-12,RG20_25
2010-12,RG12
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG09
2010-12,RG04
2010-12,RG01
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG18
2010-12,RG02
2010-12,RG09
2010-12,RG11
2010-12,RG11
2010-12,RG20_25
2010-12,RG15
2010-12,RG20_25
2010-12,RG17
2010-12,RG15
2010-12,RG15
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG11
2010-12,RG11
2010-12,RG09
2010-12,RG01
2010-12,RG03
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG03
2010-12,RG03
2010-12,RG07
2010-12,RG04
2010-12,RG07
2010-12,RG08
2010-12,RG11
2010-12,RG08
2010-12,RG12
2010-12,RG12
2010-12,RG20_25
2010-12,RG08
2010-12,RG15
2010-12,RG20_25
2010-12,RG07
2010-12,RG11
2010-12,RG17
2010-12,RG20_25
2010-12,RG04
2010-12,RG02
2010-12,RG14
2010-12,RG11
2010-12,RG18
2010-12,RG11
2010-12,RG07
2010-12,RG20_25
2010-12,RG11
2010-12,RG03
2010-12,RG11
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG02
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG09
2010-12,RG11
2010-12,RG12
2010-12,RG20_25
2010-12,RG04
2010-12,RG03
2010-12,RG11
2010-12,RG11
2010-12,RG08
2010-12,RG04
2010-12,RG20_25
2010-12,RG11
2010-12,RG01
2010-12,RG08
2010-12,RG15
2010-12,RG17
2010-12,RG11
2010-12,RG11
2010-12,RG08
2010-12,RG11
2010-12,RG20_25
2010-12,RG11
2010-12,RG08
2010-12,RG11
2010-12,RG11
2010-12,RG05
2010-12,RG08
2010-12,RG20_25
2010-12,RG01
2010-12,RG03
2010-12,RG02
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG04
2010-12,RG03
2010-12,RG03
2010-12,RG20_25
2010-12,RG11
2010-12,RG03
2010-12,RG11
2010-12,RG04
2010-12,RG18
2010-12,RG11
2010-12,RG20_25
2010-12,RG17
2010-12,RG14
2010-12,RG16
2010-12,RG01
2010-12,RG18
2010-12,RG18
2010-12,RG12
2010-12,RG20_25
2010-12,RG17
2010-12,RG05
2010-12,RG11
2010-12,RG11
2010-12,RG11
2010-12,RG11
2010-12,RG04
2010-12,RG11
2010-12,RG03
2010-12,RG11
2010-12,RG11
2010-12,RG09
2010-12,RG11
2010-12,RG10_30
2010-12,RG14
2010-12,RG09
2010-12,RG20_25
2010-12,RG11
2010-12,RG07
2010-12,RG20_25
2010-12,RG11
2010-12,RG11
2010-12,RG11
2010-12,RG11
2010-12,RG05
2010-12,RG01
2010-12,RG14
2010-12,RG14
2010-12,RG20_25
2010-12,RG16
2010-12,RG03
2010-12,RG04
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG08
2010-12,RG20_25
2010-12,RG02
2010-12,RG03
2010-12,RG07
2010-12,RG11
2010-12,RG03
2010-12,RG11
2010-12,RG03
2010-12,RG20_25
2010-12,RG03
2010-12,RG14
2010-12,RG09
2010-12,RG15
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG11
2010-12,RG11
2010-12,RG20_25
2010-12,RG10_30
2010-12,RG10_30
2010-12,RG01
2010-12,RG16
2010-12,RG03
2010-12,RG18
2010-12,RG14
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG17
2010-12,RG07
2010-12,RG11
2010-12,RG18
2010-12,RG08
2010-12,RG04
2010-12,RG05
2010-12,RG20_25
2010-12,RG08
2010-12,RG03
2010-12,RG04
2010-12,RG18
2010-12,RG18
2010-12,RG11
2010-12,RG09
2010-12,RG18
2010-12,RG04
2010-12,RG11
2010-12,RG08
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG11
2010-12,RG20_25
2010-12,RG11
2010-12,RG04
2010-12,RG05
2010-12,RG10_30
2010-12,RG11
2010-12,RG02
2010-12,RG01
2010-12,RG11
2010-12,RG12
2010-12,RG03
2010-12,RG20_25
2010-12,RG01
2010-12,RG20_25
2010-12,RG11
2010-12,RG01
2010-12,RG15
2010-12,RG10_30
2010-12,RG11
2010-12,RG12
2010-12,RG20_25
2010-12,RG11
2010-12,RG20_25
2010-12,RG08
2010-12,RG11
2010-12,RG09
2010-12,RG20_25
2010-12,RG10_30
2010-12,RG09
2010-12,RG01
2010-12,RG12
2010-12,RG20_25
2010-12,RG08
2010-12,RG20_25
2010-12,RG11
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG04
2010-12,RG20_25
2010-12,RG10_30
2010-12,RG14
2010-12,RG04
2010-12,RG20_25
2010-12,RG11
2010-12,RG05
2010-12,RG04
2010-12,RG10_30
2010-12,RG02
2010-12,RG04
2010-12,RG04
2010-12,RG20_25
2010-12,RG11
2010-12,RG20_25
2010-12,RG08
2010-12,RG08
2010-12,RG04
2010-12,RG14
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG08
2010-12,RG20_25
2010-12,RG01
2010-12,RG11
2010-12,RG20_25
2010-12,RG11
2010-12,RG04
2010-12,RG14
2010-12,RG03
2010-12,RG02
2010-12,RG15
2010-12,RG18
2010-12,RG20_25
2010-12,RG11
2010-12,RG18
2010-12,RG20_25
2010-12,RG11
2010-12,RG16
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG11
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG03
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG14
2010-12,RG03
2010-12,RG07
2010-12,RG17
2010-12,RG04
2010-12,RG11
2010-12,RG11
2010-12,RG09
2010-12,RG03
2010-12,RG16
2010-12,RG02
2010-12,RG02
2010-12,RG11
2010-12,RG11
2010-12,RG08
2010-12,RG12
2010-12,RG02
2010-12,RG20_25
2010-12,RG16
2010-12,RG11
2010-12,RG16
2010-12,RG04
2010-12,RG20_25
2010-12,RG09
2010-12,RG02
2010-12,RG20_25
2010-12,RG17
2010-12,RG04
2010-12,RG20_25
2010-12,RG08
2010-12,RG09
2010-12,RG07
2010-12,RG03
2010-12,RG11
2010-12,RG12
2010-12,RG11
2010-12,RG20_25
2010-12,RG05
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG11
2010-12,RG08
2010-12,RG18
2010-12,RG02
2010-12,RG17
2010-12,RG20_25
2010-12,RG11
2010-12,RG11
2010-12,RG11
2010-12,RG20_25
2010-12,RG20_25
2010-12,RG11
2010-12,RG20_25
2010-12,RG02
2010-12,RG17
2010-11,RG11
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG01
2010-11,RG18
2010-11,RG03
2010-11,RG17
2010-11,RG08
2010-11,RG09
2010-11,RG07
2010-11,RG09
2010-11,RG03
2010-11,RG02
2010-11,RG15
2010-11,RG11
2010-11,RG11
2010-11,RG11
2010-11,RG03
2010-11,RG03
2010-11,RG11
2010-11,RG18
2010-11,RG11
2010-11,RG02
2010-11,RG09
2010-11,RG17
2010-11,RG04
2010-11,RG20_25
2010-11,RG02
2010-11,RG11
2010-11,RG18
2010-11,RG20_25
2010-11,RG18
2010-11,RG10_30
2010-11,RG16
2010-11,RG03
2010-11,RG07
2010-11,RG11
2010-11,RG18
2010-11,RG11
2010-11,RG02
2010-11,RG16
2010-11,RG01
2010-11,RG10_30
2010-11,RG12
2010-11,RG10_30
2010-11,RG14
2010-11,RG20_25
2010-11,RG16
2010-11,RG03
2010-11,RG15
2010-11,RG16
2010-11,RG20_25
2010-11,RG11
2010-11,RG16
2010-11,RG04
2010-11,RG04
2010-11,RG02
2010-11,RG17
2010-11,RG03
2010-11,RG11
2010-11,RG04
2010-11,RG04
2010-11,RG20_25
2010-11,RG04
2010-11,RG20_25
2010-11,RG12
2010-11,RG20_25
2010-11,RG14
2010-11,RG11
2010-11,RG18
2010-11,RG07
2010-11,RG11
2010-11,RG17
2010-11,RG03
2010-11,RG03
2010-11,RG20_25
2010-11,RG10_30
2010-11,RG16
2010-11,RG16
2010-11,RG03
2010-11,RG11
2010-11,RG01
2010-11,RG11
2010-11,RG20_25
2010-11,RG11
2010-11,RG14
2010-11,RG04
2010-11,RG03
2010-11,RG15
2010-11,RG02
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG11
2010-11,RG01
2010-11,RG09
2010-11,RG11
2010-11,RG18
2010-11,RG11
2010-11,RG15
2010-11,RG11
2010-11,RG18
2010-11,RG20_25
2010-11,RG03
2010-11,RG08
2010-11,RG01
2010-11,RG01
2010-11,RG08
2010-11,RG12
2010-11,RG07
2010-11,RG04
2010-11,RG11
2010-11,RG03
2010-11,RG07
2010-11,RG11
2010-11,RG11
2010-11,RG09
2010-11,RG12
2010-11,RG02
2010-11,RG02
2010-11,RG04
2010-11,RG15
2010-11,RG07
2010-11,RG18
2010-11,RG10_30
2010-11,RG01
2010-11,RG04
2010-11,RG04
2010-11,RG15
2010-11,RG20_25
2010-11,RG04
2010-11,RG08
2010-11,RG09
2010-11,RG08
2010-11,RG11
2010-11,RG05
2010-11,RG12
2010-11,RG02
2010-11,RG02
2010-11,RG11
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG04
2010-11,RG11
2010-11,RG15
2010-11,RG04
2010-11,RG04
2010-11,RG11
2010-11,RG15
2010-11,RG08
2010-11,RG20_25
2010-11,RG04
2010-11,RG16
2010-11,RG04
2010-11,RG20_25
2010-11,RG11
2010-11,RG03
2010-11,RG11
2010-11,RG20_25
2010-11,RG17
2010-11,RG11
2010-11,RG15
2010-11,RG03
2010-11,RG16
2010-11,RG20_25
2010-11,RG03
2010-11,RG20_25
2010-11,RG11
2010-11,RG03
2010-11,RG20_25
2010-11,RG15
2010-11,RG20_25
2010-11,RG09
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG14
2010-11,RG11
2010-11,RG02
2010-11,RG10_30
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG11
2010-11,RG04
2010-11,RG04
2010-11,RG09
2010-11,RG03
2010-11,RG05
2010-11,RG20_25
2010-11,RG05
2010-11,RG03
2010-11,RG15
2010-11,RG15
2010-11,RG07
2010-11,RG15
2010-11,RG15
2010-11,RG11
2010-11,RG20_25
2010-11,RG15
2010-11,RG01
2010-11,RG15
2010-11,RG01
2010-11,RG20_25
2010-11,RG11
2010-11,RG18
2010-11,RG20_25
2010-11,RG11
2010-11,RG18
2010-11,RG16
2010-11,RG11
2010-11,RG01
2010-11,RG15
2010-11,RG08
2010-11,RG11
2010-11,RG16
2010-11,RG03
2010-11,RG09
2010-11,RG11
2010-11,RG15
2010-11,RG12
2010-11,RG01
2010-11,RG11
2010-11,RG12
2010-11,RG11
2010-11,RG14
2010-11,RG20_25
2010-11,RG14
2010-11,RG20_25
2010-11,RG01
2010-11,RG20_25
2010-11,RG11
2010-11,RG15
2010-11,RG09
2010-11,RG04
2010-11,RG20_25
2010-11,RG15
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG04
2010-11,RG12
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG03
2010-11,RG08
2010-11,RG09
2010-11,RG03
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG16
2010-11,RG20_25
2010-11,RG11
2010-11,RG20_25
2010-11,RG03
2010-11,RG15
2010-11,RG03
2010-11,RG11
2010-11,RG11
2010-11,RG11
2010-11,RG04
2010-11,RG20_25
2010-11,RG16
2010-11,RG11
2010-11,RG03
2010-11,RG20_25
2010-11,RG01
2010-11,RG20_25
2010-11,RG11
2010-11,RG20_25
2010-11,RG11
2010-11,RG20_25
2010-11,RG09
2010-11,RG20_25
2010-11,RG16
2010-11,RG03
2010-11,RG16
2010-11,RG01
2010-11,RG04
2010-11,RG16
2010-11,RG20_25
2010-11,RG11
2010-11,RG14
2010-11,RG18
2010-11,RG14
2010-11,RG10_30
2010-11,RG20_25
2010-11,RG11
2010-11,RG14
2010-11,RG03
2010-11,RG01
2010-11,RG03
2010-11,RG03
2010-11,RG14
2010-11,RG11
2010-11,RG09
2010-11,RG16
2010-11,RG08
2010-11,RG03
2010-11,RG16
2010-11,RG07
2010-11,RG20_25
2010-11,RG11
2010-11,RG15
2010-11,RG16
2010-11,RG03
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG08
2010-11,RG11
2010-11,RG01
2010-11,RG04
2010-11,RG04
2010-11,RG08
2010-11,RG04
2010-11,RG01
2010-11,RG11
2010-11,RG08
2010-11,RG04
2010-11,RG11
2010-11,RG11
2010-11,RG20_25
2010-11,RG02
2010-11,RG08
2010-11,RG16
2010-11,RG11
2010-11,RG10_30
2010-11,RG20_25
2010-11,RG14
2010-11,RG11
2010-11,RG18
2010-11,RG09
2010-11,RG09
2010-11,RG12
2010-11,RG20_25
2010-11,RG11
2010-11,RG12
2010-11,RG20_25
2010-11,RG18
2010-11,RG02
2010-11,RG11
2010-11,RG15
2010-11,RG15
2010-11,RG20_25
2010-11,RG04
2010-11,RG20_25
2010-11,RG04
2010-11,RG05
2010-11,RG04
2010-11,RG15
2010-11,RG12
2010-11,RG04
2010-11,RG11
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG08
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG09
2010-11,RG16
2010-11,RG01
2010-11,RG15
2010-11,RG14
2010-11,RG11
2010-11,RG14
2010-11,RG01
2010-11,RG18
2010-11,RG01
2010-11,RG20_25
2010-11,RG11
2010-11,RG18
2010-11,RG05
2010-11,RG20_25
2010-11,RG16
2010-11,RG16
2010-11,RG16
2010-11,RG18
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG03
2010-11,RG20_25
2010-11,RG03
2010-11,RG20_25
2010-11,RG03
2010-11,RG20_25
2010-11,RG11
2010-11,RG15
2010-11,RG20_25
2010-11,RG11
2010-11,RG03
2010-11,RG04
2010-11,RG11
2010-11,RG20_25
2010-11,RG11
2010-11,RG11
2010-11,RG11
2010-11,RG03
2010-11,RG12
2010-11,RG08
2010-11,RG09
2010-11,RG15
2010-11,RG01
2010-11,RG08
2010-11,RG01
2010-11,RG20_25
2010-11,RG11
2010-11,RG20_25
2010-11,RG18
2010-11,RG03
2010-11,RG08
2010-11,RG03
2010-11,RG01
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG03
2010-11,RG20_25
2010-11,RG03
2010-11,RG11
2010-11,RG02
2010-11,RG14
2010-11,RG09
2010-11,RG15
2010-11,RG03
2010-11,RG03
2010-11,RG04
2010-11,RG18
2010-11,RG11
2010-11,RG18
2010-11,RG09
2010-11,RG20_25
2010-11,RG15
2010-11,RG03
2010-11,RG20_25
2010-11,RG11
2010-11,RG20_25
2010-11,RG02
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG02
2010-11,RG11
2010-11,RG20_25
2010-11,RG01
2010-11,RG11
2010-11,RG11
2010-11,RG14
2010-11,RG04
2010-11,RG20_25
2010-11,RG10_30
2010-11,RG08
2010-11,RG18
2010-11,RG11
2010-11,RG11
2010-11,RG09
2010-11,RG20_25
2010-11,RG11
2010-11,RG03
2010-11,RG18
2010-11,RG10_30
2010-11,RG11
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG18
2010-11,RG16
2010-11,RG15
2010-11,RG15
2010-11,RG11
2010-11,RG15
2010-11,RG03
2010-11,RG01
2010-11,RG04
2010-11,RG11
2010-11,RG11
2010-11,RG11
2010-11,RG03
2010-11,RG20_25
2010-11,RG16
2010-11,RG14
2010-11,RG15
2010-11,RG03
2010-11,RG18
2010-11,RG11
2010-11,RG03
2010-11,RG10_30
2010-11,RG03
2010-11,RG11
2010-11,RG11
2010-11,RG15
2010-11,RG20_25
2010-11,RG15
2010-11,RG10_30
2010-11,RG04
2010-11,RG11
2010-11,RG17
2010-11,RG11
2010-11,RG20_25
2010-11,RG01
2010-11,RG09
2010-11,RG04
2010-11,RG15
2010-11,RG04
2010-11,RG09
2010-11,RG14
2010-11,RG09
2010-11,RG14
2010-11,RG01
2010-11,RG18
2010-11,RG07
2010-11,RG16
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG16
2010-11,RG01
2010-11,RG03
2010-11,RG18
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG04
2010-11,RG16
2010-11,RG01
2010-11,RG20_25
2010-11,RG11
2010-11,RG20_25
2010-11,RG18
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG03
2010-11,RG20_25
2010-11,RG16
2010-11,RG11
2010-11,RG10_30
2010-11,RG16
2010-11,RG04
2010-11,RG20_25
2010-11,RG11
2010-11,RG15
2010-11,RG12
2010-11,RG10_30
2010-11,RG01
2010-11,RG11
2010-11,RG11
2010-11,RG04
2010-11,RG01
2010-11,RG11
2010-11,RG03
2010-11,RG12
2010-11,RG04
2010-11,RG03
2010-11,RG20_25
2010-11,RG20_25
2010-11,RG16
2010-11,RG20_25
2010-11,RG07
2010-11,RG01
2010-11,RG20_25
2010-11,RG11
2010-11,RG11
2010-11,RG10_30
2010-11,RG11
2010-11,RG12
2010-11,RG15
2010-11,RG03
2010-11,RG20_25
2010-11,RG08
2010-11,RG03
2010-10,RG11
2010-10,RG20_25
2010-10,RG11
2010-10,RG08
2010-10,RG05
2010-10,RG03
2010-10,RG11
2010-10,RG07
2010-10,RG03
2010-10,RG01
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG08
2010-10,RG11
2010-10,RG11
2010-10,RG05
2010-10,RG01
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG10_30
2010-10,RG20_25
2010-10,RG11
2010-10,RG10_30
2010-10,RG11
2010-10,RG20_25
2010-10,RG18
2010-10,RG11
2010-10,RG04
2010-10,RG03
2010-10,RG18
2010-10,RG11
2010-10,RG04
2010-10,RG03
2010-10,RG12
2010-10,RG09
2010-10,RG11
2010-10,RG09
2010-10,RG11
2010-10,RG15
2010-10,RG10_30
2010-10,RG12
2010-10,RG12
2010-10,RG03
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG09
2010-10,RG03
2010-10,RG20_25
2010-10,RG11
2010-10,RG11
2010-10,RG18
2010-10,RG09
2010-10,RG11
2010-10,RG08
2010-10,RG20_25
2010-10,RG18
2010-10,RG11
2010-10,RG20_25
2010-10,RG04
2010-10,RG09
2010-10,RG10_30
2010-10,RG11
2010-10,RG01
2010-10,RG11
2010-10,RG18
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG03
2010-10,RG17
2010-10,RG04
2010-10,RG18
2010-10,RG14
2010-10,RG20_25
2010-10,RG11
2010-10,RG11
2010-10,RG05
2010-10,RG11
2010-10,RG20_25
2010-10,RG04
2010-10,RG20_25
2010-10,RG14
2010-10,RG07
2010-10,RG03
2010-10,RG11
2010-10,RG04
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG18
2010-10,RG20_25
2010-10,RG14
2010-10,RG16
2010-10,RG11
2010-10,RG10_30
2010-10,RG20_25
2010-10,RG03
2010-10,RG20_25
2010-10,RG17
2010-10,RG11
2010-10,RG11
2010-10,RG11
2010-10,RG15
2010-10,RG20_25
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG03
2010-10,RG07
2010-10,RG18
2010-10,RG03
2010-10,RG18
2010-10,RG04
2010-10,RG03
2010-10,RG03
2010-10,RG03
2010-10,RG03
2010-10,RG14
2010-10,RG11
2010-10,RG11
2010-10,RG08
2010-10,RG20_25
2010-10,RG11
2010-10,RG10_30
2010-10,RG04
2010-10,RG03
2010-10,RG14
2010-10,RG17
2010-10,RG11
2010-10,RG11
2010-10,RG03
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG08
2010-10,RG20_25
2010-10,RG08
2010-10,RG03
2010-10,RG01
2010-10,RG07
2010-10,RG04
2010-10,RG11
2010-10,RG04
2010-10,RG11
2010-10,RG20_25
2010-10,RG11
2010-10,RG11
2010-10,RG11
2010-10,RG17
2010-10,RG03
2010-10,RG17
2010-10,RG11
2010-10,RG20_25
2010-10,RG03
2010-10,RG11
2010-10,RG03
2010-10,RG11
2010-10,RG02
2010-10,RG09
2010-10,RG20_25
2010-10,RG11
2010-10,RG20_25
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG08
2010-10,RG04
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG04
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG03
2010-10,RG20_25
2010-10,RG18
2010-10,RG03
2010-10,RG20_25
2010-10,RG01
2010-10,RG20_25
2010-10,RG11
2010-10,RG09
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG10_30
2010-10,RG11
2010-10,RG01
2010-10,RG03
2010-10,RG11
2010-10,RG12
2010-10,RG03
2010-10,RG18
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG01
2010-10,RG03
2010-10,RG03
2010-10,RG11
2010-10,RG18
2010-10,RG04
2010-10,RG11
2010-10,RG20_25
2010-10,RG03
2010-10,RG04
2010-10,RG04
2010-10,RG18
2010-10,RG17
2010-10,RG11
2010-10,RG16
2010-10,RG11
2010-10,RG03
2010-10,RG01
2010-10,RG07
2010-10,RG02
2010-10,RG20_25
2010-10,RG03
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG02
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG02
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG01
2010-10,RG03
2010-10,RG15
2010-10,RG16
2010-10,RG07
2010-10,RG20_25
2010-10,RG17
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG09
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG03
2010-10,RG03
2010-10,RG20_25
2010-10,RG17
2010-10,RG05
2010-10,RG20_25
2010-10,RG11
2010-10,RG11
2010-10,RG03
2010-10,RG12
2010-10,RG07
2010-10,RG03
2010-10,RG09
2010-10,RG12
2010-10,RG11
2010-10,RG10_30
2010-10,RG03
2010-10,RG04
2010-10,RG11
2010-10,RG11
2010-10,RG20_25
2010-10,RG18
2010-10,RG20_25
2010-10,RG10_30
2010-10,RG11
2010-10,RG20_25
2010-10,RG09
2010-10,RG18
2010-10,RG11
2010-10,RG11
2010-10,RG03
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG18
2010-10,RG18
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG03
2010-10,RG03
2010-10,RG09
2010-10,RG01
2010-10,RG18
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG18
2010-10,RG09
2010-10,RG11
2010-10,RG08
2010-10,RG16
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG18
2010-10,RG20_25
2010-10,RG10_30
2010-10,RG04
2010-10,RG11
2010-10,RG20_25
2010-10,RG12
2010-10,RG10_30
2010-10,RG03
2010-10,RG15
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG15
2010-10,RG18
2010-10,RG11
2010-10,RG11
2010-10,RG18
2010-10,RG11
2010-10,RG20_25
2010-10,RG01
2010-10,RG03
2010-10,RG10_30
2010-10,RG17
2010-10,RG05
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG03
2010-10,RG20_25
2010-10,RG17
2010-10,RG17
2010-10,RG20_25
2010-10,RG04
2010-10,RG20_25
2010-10,RG03
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG03
2010-10,RG20_25
2010-10,RG08
2010-10,RG08
2010-10,RG18
2010-10,RG09
2010-10,RG15
2010-10,RG11
2010-10,RG20_25
2010-10,RG03
2010-10,RG18
2010-10,RG11
2010-10,RG20_25
2010-10,RG11
2010-10,RG04
2010-10,RG12
2010-10,RG17
2010-10,RG15
2010-10,RG04
2010-10,RG03
2010-10,RG11
2010-10,RG20_25
2010-10,RG01
2010-10,RG18
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG17
2010-10,RG16
2010-10,RG03
2010-10,RG05
2010-10,RG20_25
2010-10,RG03
2010-10,RG03
2010-10,RG20_25
2010-10,RG18
2010-10,RG20_25
2010-10,RG03
2010-10,RG15
2010-10,RG10_30
2010-10,RG18
2010-10,RG08
2010-10,RG03
2010-10,RG20_25
2010-10,RG09
2010-10,RG11
2010-10,RG11
2010-10,RG11
2010-10,RG03
2010-10,RG14
2010-10,RG20_25
2010-10,RG14
2010-10,RG09
2010-10,RG01
2010-10,RG03
2010-10,RG20_25
2010-10,RG12
2010-10,RG01
2010-10,RG07
2010-10,RG20_25
2010-10,RG03
2010-10,RG03
2010-10,RG20_25
2010-10,RG09
2010-10,RG03
2010-10,RG10_30
2010-10,RG02
2010-10,RG20_25
2010-10,RG04
2010-10,RG16
2010-10,RG11
2010-10,RG04
2010-10,RG01
2010-10,RG11
2010-10,RG11
2010-10,RG04
2010-10,RG04
2010-10,RG15
2010-10,RG20_25
2010-10,RG08
2010-10,RG08
2010-10,RG03
2010-10,RG15
2010-10,RG20_25
2010-10,RG09
2010-10,RG03
2010-10,RG11
2010-10,RG08
2010-10,RG11
2010-10,RG15
2010-10,RG16
2010-10,RG11
2010-10,RG03
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG11
2010-10,RG14
2010-10,RG07
2010-10,RG17
2010-10,RG11
2010-10,RG11
2010-10,RG16
2010-10,RG15
2010-10,RG09
2010-10,RG03
2010-10,RG11
2010-10,RG20_25
2010-10,RG20_25
2010-10,RG03
2010-10,RG03
2010-10,RG08
2010-10,RG03
2010-10,RG11
2010-10,RG20_25
2010-10,RG14
2010-10,RG11
2010-10,RG11
2010-10,RG20_25
2010-10,RG18
2010-10,RG20_25
2010-10,RG03
2010-10,RG11
2010-10,RG20_25
2010-10,RG17
2010-10,RG03
2010-10,RG11
2010-10,RG18
2010-10,RG03
2010-10,RG18
